ticker,status,first_date,date,obs,open,high,low,close,daily_return,ret_5d,ret_20d,ret_252d,vol_20d_ann,max_drawdown,high_52w,low_52w,volume,avg_vol_20d
MC.PA,ok,2025-01-06,2026-01-02,254,641.5,646.2000122070312,637.9000244140625,641.7999877929688,-0.004961259235707338,0.023114937481531594,0.008802224895454902,0.019692245510430917,0.1319167044141264,-0.411487667644944,737.122314453125,433.8055725097656,313581.0,288551.45
TTE.PA,ok,2025-01-06,2026-01-02,254,55.650001525878906,56.380001068115234,55.650001525878906,56.09999847412109,0.009174281707740706,0.019846265901336313,0.007756757088272392,0.08438207427766176,0.12650792530420843,-0.20252844238215886,57.70621109008789,46.01906204223633,3898374.0,3338038.5
AAPL,ok,2025-01-06,2026-01-02,249,272.260009765625,277.8399963378906,269.0,271.010009765625,-0.0031265196488491354,-0.010226024681109447,-0.04624312656380436,,0.09599837476287976,-0.30222577832657394,286.19000244140625,171.83242797851562,37822400.0,40927765.0
