Price,close,high,low,open,volume
Ticker,BNP.PA,BNP.PA,BNP.PA,BNP.PA,BNP.PA
date,,,,,
2022-12-05 01:00:00,41.637630462646484,42.26633394845965,41.59783975606612,41.91616844454533,1915379
2022-12-06 01:00:00,41.749046325683594,41.80475392295774,41.26359180443484,41.58192353386114,1969471
2022-12-07 01:00:00,41.38296890258789,41.892297264885904,41.168095430524076,41.661506902020705,2131657
2022-12-08 01:00:00,41.38296890258789,41.661506902020705,41.271553702814764,41.589882411332766,1764207
2022-12-09 01:00:00,42.091251373291016,42.091251373291016,41.27155127811474,41.621713747663485,2243527
2022-12-12 01:00:00,41.92412185668945,42.210619756640654,41.74108220635082,42.01166321898963,1756729
2022-12-13 01:00:00,42.68016052246094,43.038282924380944,41.94004190377162,42.20266297462225,3030839
2022-12-14 01:00:00,42.58466339111328,43.04624409596175,42.52895579374693,42.79157992633375,2177111
2022-12-15 01:00:00,41.12034225463867,42.536915091352554,41.05667773114569,42.401623045695935,4148176
2022-12-16 01:00:00,41.81270980834961,41.81270980834961,40.66671812284052,40.99300674755662,7100962
2022-12-19 01:00:00,41.54213333129883,42.099212346644116,41.47050884309962,41.80475443080496,2071760
2022-12-20 01:00:00,42.131038665771484,42.21062310865332,41.25563104492383,41.4545875983743,3012487
2022-12-21 01:00:00,42.990535736083984,43.07807711206023,41.81271321348616,42.08329426839622,2745649
2022-12-22 01:00:00,42.82341003417969,43.396402848787545,42.672201109292466,43.070114219692755,2009654
2022-12-23 01:00:00,42.815452575683594,43.189491892800646,42.751788052931325,42.97461843631869,1163360
2022-12-27 01:00:00,42.9746208190918,43.20541117801729,42.91095325697312,43.046245308557076,965885
2022-12-28 01:00:00,42.62445831298828,43.125826703150466,42.61649834980932,43.09399595794398,1272926
2022-12-29 01:00:00,42.902992248535156,42.98257365777696,42.393663943380794,42.5289529462591,1373142
2022-12-30 01:00:00,42.37774658203125,42.84728417733133,42.36978965553022,42.77565969547755,1445544
2023-01-02 01:00:00,43.7147331237793,43.84206519351546,42.77565797103664,42.90299004077279,1815541
2023-01-03 01:00:00,44.57422637939453,44.86072431161035,43.66698495126856,43.75452632342741,2816969
2023-01-04 01:00:00,46.40462875366211,46.64337601646964,44.86072391822351,44.86072391822351,4045737
2023-01-05 01:00:00,46.64337921142578,46.92987716075368,46.10221709288116,46.237506104599134,2872672
2023-01-06 01:00:00,47.041290283203125,47.0810809886712,46.47625437238235,46.53196196720489,2907109
2023-01-09 01:00:00,46.969661712646484,47.295950326435374,46.699080688833554,47.15270137054406,2782877
2023-01-10 01:00:00,46.436458587646484,46.74683336264636,46.22158818040701,46.714999585338255,2572775
2023-01-11 01:00:00,46.63541793823242,46.98558343794459,46.30912929085098,46.57971034252117,2443551
2023-01-12 01:00:00,47.494911193847656,47.59836945714634,46.993539802608446,47.081081176489164,2719523
2023-01-13 01:00:00,47.638160705566406,47.7416189700439,46.92987581549581,47.638160705566406,2728685
2023-01-16 01:00:00,47.399410247802734,47.93261235228349,47.399410247802734,47.74957268794669,1702088
2023-01-17 01:00:00,47.34370422363281,47.566534598754615,46.99353873605721,47.40736874402354,2486995
2023-01-18 01:00:00,47.463077545166016,48.410112735196634,47.31187164903502,48.17136242910862,3025726
2023-01-19 01:00:00,46.874168395996094,47.35961986933697,46.380753924071215,46.945792881544136,3488537
2023-01-20 01:00:00,47.471038818359375,47.574494048961625,47.17658090894466,47.319829882217675,2382700
2023-01-23 01:00:00,47.90874481201172,48.139535172164045,47.59041307139909,47.72570512370223,1784574
2023-01-24 01:00:00,48.3464469909668,48.46582214848892,47.75753420214011,48.17136423615739,1841156
2023-01-25 01:00:00,48.53744888305664,48.53744888305664,47.35962325087144,48.266867811203795,2128499
2023-01-26 01:00:00,49.12635040283203,49.341223838687924,48.744354195477996,48.82393560023825,2841249
2023-01-27 01:00:00,49.3651008605957,49.78689083357295,49.15022741077775,49.34122704478355,2429677
2023-01-30 01:00:00,49.428768157958984,49.56405716129986,49.134313299754126,49.26164537647808,1793454
2023-01-31 01:00:00,50.057472229003906,50.21663504998412,49.3491843179626,49.858515666942424,3056957
2023-02-01 01:00:00,50.28825759887695,50.51109100418074,49.91422134096135,50.009719637042345,2744729
2023-02-02 01:00:00,49.02289581298828,50.71800657646719,48.4021523091099,50.28825967262698,4348984
2023-02-03 01:00:00,49.1183967590332,49.237768874150646,48.24298606899094,48.545400891793626,3156908
2023-02-06 01:00:00,48.3464469909668,48.81598462227137,48.1156566388701,48.60907112318091,2881745
2023-02-07 01:00:00,49.6118049621582,50.27233912330214,47.359615380169444,48.736397364737755,3829578
2023-02-08 01:00:00,50.81350326538086,51.12387500747933,49.80280663089882,50.176842892379376,3805555
2023-02-09 01:00:00,51.25917434692383,51.497918591356225,50.68617540977328,50.82942438510182,3342155
2023-02-10 01:00:00,50.606590270996094,51.29895824357747,50.20867715455041,51.03633412952196,2799846
2023-02-13 01:00:00,50.39171600341797,50.86125359461307,50.28030081836084,50.73392152085691,2157758
2023-02-14 01:00:00,51.235294342041016,51.46608469464104,50.41559423516634,50.598636953322476,2298323
2023-02-15 01:00:00,51.092041015625,51.243249940716126,50.49517438505581,51.02041957005903,1899481
2023-02-16 01:00:00,52.3653678894043,52.46882311256727,51.338751333381914,51.338751333381914,3307863
2023-02-17 01:00:00,52.07090759277344,52.27782410120129,51.680954461702136,52.0629476308453,2752714
2023-02-20 01:00:00,52.126617431640625,52.44494913410722,51.9992823219851,52.24599257902462,1462503
2023-02-21 01:00:00,52.047035217285156,52.15845040067085,51.06021241943807,51.903786256978954,2041804
2023-02-22 01:00:00,50.90104675292969,51.99928480359588,50.57475810845589,51.86399579688452,3352806
2023-02-23 01:00:00,51.561580657958984,51.7923709864904,50.948791078696104,50.972670965100406,2452406
2023-02-24 01:00:00,50.845340728759766,51.84808354528237,50.845340728759766,51.62525315753795,3831674
2023-02-27 01:00:00,52.094783782958984,52.28578037624204,51.139794744871516,51.139794744871516,2439951
2023-02-28 01:00:00,52.6439094543457,53.3362744296817,51.6252527909348,51.78441561771551,3849072
