date,open,high,low,close,volume
2025-12-23 01:45:00,1.9032,1.9066,1.9014,1.9044,706302.7
2025-12-23 02:00:00,1.9043,1.9089,1.9016,1.9034,1266397.4
2025-12-23 02:15:00,1.9035,1.9059,1.9015,1.9016,752209.9
2025-12-23 02:30:00,1.9015,1.9033,1.8967,1.8987,1241549.2
2025-12-23 02:45:00,1.8988,1.9013,1.8983,1.8985,869975.8
2025-12-23 03:00:00,1.8984,1.9048,1.896,1.9031,1130933.5
2025-12-23 03:15:00,1.9031,1.9063,1.9022,1.9037,890271.7
2025-12-23 03:30:00,1.9037,1.9049,1.8923,1.894,1804942.6
2025-12-23 03:45:00,1.894,1.8963,1.8914,1.894,961963.8
2025-12-23 04:00:00,1.8941,1.8949,1.8843,1.8896,2297293.9
2025-12-23 04:15:00,1.8895,1.8952,1.8893,1.8921,1028938.6
2025-12-23 04:30:00,1.8921,1.8954,1.8905,1.8953,778959.4
2025-12-23 04:45:00,1.8953,1.8953,1.8923,1.8923,668469.9
2025-12-23 05:00:00,1.8924,1.8976,1.89,1.896,876649.8
2025-12-23 05:15:00,1.8961,1.8961,1.8941,1.8943,463981.8
2025-12-23 05:30:00,1.8943,1.8945,1.889,1.8895,732283.7
2025-12-23 05:45:00,1.8896,1.8909,1.8884,1.8884,509471.6
2025-12-23 06:00:00,1.8885,1.8909,1.8864,1.8888,867016.2
2025-12-23 06:15:00,1.8887,1.8907,1.8875,1.8885,424409.0
2025-12-23 06:30:00,1.8885,1.8885,1.879,1.8835,2232968.0
2025-12-23 06:45:00,1.8834,1.8837,1.8797,1.8826,538394.6
2025-12-23 07:00:00,1.8826,1.8866,1.8805,1.8824,1203284.9
2025-12-23 07:15:00,1.8824,1.8838,1.874,1.876,2946432.4
2025-12-23 07:30:00,1.8759,1.8794,1.8736,1.8784,1041731.5
2025-12-23 07:45:00,1.8783,1.8854,1.8773,1.8823,838351.6
2025-12-23 08:00:00,1.8822,1.887,1.8795,1.8801,933601.8
2025-12-23 08:15:00,1.8802,1.8853,1.8784,1.8831,935681.4
2025-12-23 08:30:00,1.8831,1.8858,1.8809,1.8823,493512.7
2025-12-23 08:45:00,1.8823,1.8868,1.881,1.8812,372729.8
2025-12-23 09:00:00,1.8813,1.8828,1.8792,1.8803,279785.7
2025-12-23 09:15:00,1.8803,1.8823,1.8795,1.8803,351272.6
2025-12-23 09:30:00,1.8804,1.8817,1.8799,1.8806,225402.4
2025-12-23 09:45:00,1.8806,1.8808,1.8757,1.8779,464505.4
2025-12-23 10:00:00,1.878,1.8838,1.8777,1.8832,334189.1
2025-12-23 10:15:00,1.8833,1.8848,1.8795,1.8835,431564.0
2025-12-23 10:30:00,1.8835,1.8866,1.8815,1.8858,391672.9
2025-12-23 10:45:00,1.8858,1.8875,1.8851,1.8859,234136.5
2025-12-23 11:00:00,1.886,1.8917,1.8859,1.8903,217994.2
2025-12-23 11:15:00,1.8903,1.8944,1.8888,1.8928,214548.7
2025-12-23 11:30:00,1.8928,1.8953,1.8915,1.895,236108.7
2025-12-23 11:45:00,1.8951,1.9008,1.8946,1.8989,613137.6
2025-12-23 12:00:00,1.8989,1.903,1.8987,1.9008,895857.1
2025-12-23 12:15:00,1.9008,1.9045,1.8997,1.901,511988.5
2025-12-23 12:30:00,1.9011,1.9053,1.8995,1.9044,368504.4
2025-12-23 12:45:00,1.9044,1.9062,1.9036,1.9054,348897.0
2025-12-23 13:00:00,1.9053,1.9054,1.9003,1.9007,581222.9
2025-12-23 13:15:00,1.9007,1.9021,1.8969,1.8987,525849.5
2025-12-23 13:30:00,1.8986,1.9025,1.8969,1.9002,414184.3
2025-12-23 13:45:00,1.9001,1.9033,1.8985,1.8996,752972.9
2025-12-23 14:00:00,1.8995,1.9014,1.8948,1.8961,510031.6
2025-12-23 14:15:00,1.8962,1.8965,1.8918,1.8934,547340.7
2025-12-23 14:30:00,1.8933,1.896,1.881,1.8883,1242804.0
2025-12-23 14:45:00,1.8882,1.8882,1.8764,1.8791,1857236.0
2025-12-23 15:00:00,1.879,1.8858,1.8776,1.882,829205.8
2025-12-23 15:15:00,1.8819,1.8819,1.8731,1.8788,712117.4
2025-12-23 15:30:00,1.8789,1.8865,1.875,1.8802,1260112.8
2025-12-23 15:45:00,1.8802,1.8805,1.863,1.8729,4956378.1
2025-12-23 16:00:00,1.8729,1.8851,1.8698,1.8795,2602580.0
2025-12-23 16:15:00,1.8795,1.8925,1.8795,1.8852,1529520.2
2025-12-23 16:30:00,1.8853,1.8882,1.8808,1.883,644790.3
2025-12-23 16:45:00,1.883,1.885,1.88,1.8815,609944.5
2025-12-23 17:00:00,1.8816,1.894,1.8784,1.8864,1363831.1
2025-12-23 17:15:00,1.8859,1.8913,1.8845,1.8874,827310.7
2025-12-23 17:30:00,1.8874,1.8894,1.8822,1.8852,442798.6
2025-12-23 17:45:00,1.8853,1.8934,1.8842,1.891,717077.3
2025-12-23 18:00:00,1.8911,1.8927,1.8841,1.8848,475338.0
2025-12-23 18:15:00,1.8848,1.8864,1.8803,1.8807,993856.3
2025-12-23 18:30:00,1.8806,1.8833,1.8791,1.8822,895801.8
2025-12-23 18:45:00,1.8822,1.8825,1.8684,1.8692,1373875.4
2025-12-23 19:00:00,1.8692,1.8751,1.8672,1.872,2920354.0
2025-12-23 19:15:00,1.8721,1.8788,1.8708,1.8778,646168.4
2025-12-23 19:30:00,1.8777,1.8845,1.8765,1.8842,1177985.6
2025-12-23 19:45:00,1.8842,1.8842,1.8803,1.8821,1041509.2
2025-12-23 20:00:00,1.8821,1.8875,1.8809,1.8842,375377.7
2025-12-23 20:15:00,1.8842,1.8873,1.8793,1.8799,503765.2
2025-12-23 20:30:00,1.88,1.8828,1.8782,1.8826,161831.3
2025-12-23 20:45:00,1.8825,1.8841,1.8808,1.8827,154271.1
2025-12-23 21:00:00,1.8827,1.8837,1.8775,1.8814,293498.5
2025-12-23 21:15:00,1.8814,1.887,1.8814,1.886,169892.1
2025-12-23 21:30:00,1.8859,1.895,1.8829,1.8912,921301.8
2025-12-23 21:45:00,1.8912,1.8944,1.8777,1.8808,453030.4
2025-12-23 22:00:00,1.8809,1.8835,1.876,1.8801,375030.7
2025-12-23 22:15:00,1.8801,1.885,1.8799,1.8833,171508.4
2025-12-23 22:30:00,1.8833,1.8833,1.88,1.8813,166012.9
2025-12-23 22:45:00,1.8813,1.8832,1.8809,1.8815,118636.0
2025-12-23 23:00:00,1.8816,1.884,1.878,1.8803,316756.4
2025-12-23 23:15:00,1.8803,1.8825,1.8767,1.8786,262032.0
2025-12-23 23:30:00,1.8786,1.8832,1.8753,1.8823,313820.7
2025-12-23 23:45:00,1.8822,1.8841,1.8781,1.8796,295259.9
2025-12-24 00:00:00,1.8796,1.8797,1.8759,1.8774,167658.7
2025-12-24 00:15:00,1.8773,1.8773,1.8718,1.8763,731804.0
2025-12-24 00:30:00,1.8762,1.8791,1.8758,1.877,354510.6
2025-12-24 00:45:00,1.877,1.8772,1.873,1.8734,308565.2
2025-12-24 01:00:00,1.8734,1.8777,1.8716,1.8729,519913.8
2025-12-24 01:15:00,1.873,1.8735,1.8706,1.871,309095.8
2025-12-24 01:30:00,1.871,1.8741,1.8693,1.873,553688.7
2025-12-24 01:45:00,1.873,1.876,1.8706,1.8733,647068.0
2025-12-24 02:00:00,1.8733,1.878,1.8731,1.877,473529.0
2025-12-24 02:15:00,1.8769,1.8783,1.875,1.876,359150.2
2025-12-24 02:30:00,1.876,1.8782,1.8723,1.8733,366973.3
2025-12-24 02:45:00,1.8733,1.8734,1.8703,1.8705,410169.8
2025-12-24 03:00:00,1.8705,1.8709,1.8588,1.8623,878088.3
2025-12-24 03:15:00,1.8623,1.8657,1.8615,1.8638,594691.4
2025-12-24 03:30:00,1.8638,1.8646,1.8504,1.8554,981454.9
2025-12-24 03:45:00,1.8554,1.8571,1.8524,1.8546,493272.2
2025-12-24 04:00:00,1.8545,1.8545,1.8447,1.8482,1185918.1
2025-12-24 04:15:00,1.8481,1.8566,1.8471,1.8555,1501340.5
2025-12-24 04:30:00,1.8555,1.8604,1.8555,1.86,831568.8
2025-12-24 04:45:00,1.8599,1.864,1.8599,1.8616,594359.2
2025-12-24 05:00:00,1.8616,1.8676,1.8599,1.8671,451508.9
2025-12-24 05:15:00,1.8671,1.8673,1.8602,1.8608,374363.8
2025-12-24 05:30:00,1.8608,1.8641,1.8566,1.8595,733172.6
2025-12-24 05:45:00,1.8595,1.8605,1.8538,1.8555,332269.7
2025-12-24 06:00:00,1.8555,1.8572,1.853,1.8543,439825.0
2025-12-24 06:15:00,1.8543,1.8573,1.8487,1.8495,801044.1
2025-12-24 06:30:00,1.8495,1.8501,1.844,1.845,1149987.7
2025-12-24 06:45:00,1.8449,1.8489,1.8437,1.8472,725458.1
2025-12-24 07:00:00,1.8472,1.8472,1.8377,1.8379,1421882.0
2025-12-24 07:15:00,1.8379,1.8452,1.8372,1.8432,640779.7
2025-12-24 07:30:00,1.8432,1.8475,1.8415,1.8457,590732.3
2025-12-24 07:45:00,1.8458,1.8541,1.8453,1.8523,997025.1
2025-12-24 08:00:00,1.8523,1.8548,1.8512,1.8539,453335.6
2025-12-24 08:15:00,1.854,1.8548,1.8511,1.8528,441254.2
2025-12-24 08:30:00,1.8528,1.8582,1.8525,1.8571,559058.8
2025-12-24 08:45:00,1.8572,1.8623,1.8544,1.8548,1412618.7
2025-12-24 09:00:00,1.8548,1.8588,1.8535,1.8576,590347.3
2025-12-24 09:15:00,1.8576,1.8625,1.8561,1.8597,730206.9
